word,mean,median,var,count
specially,0.320361489253,0.363430741764,0.0834162451895,9
nanny,0.320618285636,0.439510030115,0.518557845017,9
darling,0.3219749882,0.257239828967,0.309817371203,20
trust,0.322953618999,0.345443443409,0.117627428091,13
one's,0.323155818597,0.330551827867,0.179985113538,23
thinking,0.323405608812,0.306335659153,0.41421961478,22
giving,0.323410805044,0.225220605828,0.313425966083,23
perhaps,0.323704249888,0.238100139918,0.342376020643,21
uncomfortable,0.324575251697,0.39670288189,0.356361998373,11
might've,0.325283675883,0.285479299717,0.181251582524,6
insist,0.325990217215,0.404207107607,0.149681163555,7
tights,0.32632086996,0.317951281435,0.326017620441,9
possibly,0.326977809299,0.344301373043,0.184456552009,15
broken,0.327367210937,0.18494231083,0.242254239896,23
scratched,0.327390299784,0.395225769132,0.272645774558,15
separate,0.328979479005,0.382766830922,0.24012271398,13
mood,0.330074023039,0.295241948702,0.267300255934,18
moving,0.33029988697,0.112232631424,0.453551395087,23
her's,0.330471320113,0.357605062983,0.202890360153,10
somebody's,0.330843830517,0.284361235416,0.206631645369,22
chair,0.331075942019,0.204576096774,0.306199267262,23
type,0.3312976335,0.455163367092,0.413655096188,14
folding,0.331647219888,0.457865214483,0.435545808924,8
ugh,0.332017129126,0.0292729723522,0.459814297133,17
she'll,0.333657929966,0.263499590889,0.34985466596,22
flash,0.333732069456,0.353786182279,0.31004830914,8
daddy,0.33397804107,0.298048848683,0.262038547971,23
leaving,0.334095986152,-0.0102423077963,0.637147706516,16
normally,0.334576667855,0.248484881297,0.406797541438,12
language,0.336111787675,0.292275762645,0.0956512876844,8
confused,0.336869543146,0.378527894065,0.23797534605,14
lift,0.33807980939,0.167022436927,0.476330851184,23
once,0.338901182053,0.191698613679,0.530076482403,23
prove,0.339016565233,0.44253154525,0.456577440346,6
boiler,0.339419855821,0.0988668756439,0.64754601533,7
great,0.339668914737,0.296650879682,0.323799961216,22
it'd,0.341216117699,0.560099657942,0.425255528902,20
steady,0.341546078512,0.395566161528,0.355900427335,15
call,0.342008505613,0.234731214507,0.329474132871,23
practice,0.342328111589,0.611863010082,0.426055748572,15
keen,0.342440177854,0.345710103172,0.146378862116,9
prefer,0.342474971862,0.302793187078,0.400877026598,16
0are,0.342698147106,0.499156156877,0.389138878207,11
patch,0.34329191297,0.558506950683,0.494928501317,12
face,0.343560122736,0.260887169622,0.240073993659,23
standing,0.343585392396,0.200563037144,0.448600151652,23
falling,0.344032846026,0.353237866434,0.285339955415,23
mess,0.34430369741,0.183612077765,0.425791688298,23
bent,0.344612829354,0.374245303265,0.200753189081,14
heard,0.34464966735,0.458227308387,0.411667089478,23
said,0.345687955007,0.275256676602,0.237758878759,23
pull,0.345792426987,0.308024741726,0.257639573676,23
disappeared,0.346037692036,0.482319631184,0.362287563075,20
nope,0.346175678571,0.368478056128,0.311329895037,10
plan,0.346293873677,0.362967142995,0.483869905101,14
wondered,0.347215458953,0.364324438322,0.237808869111,15
distance,0.347497291338,0.336014565525,0.196147996659,10
squashed,0.348507135513,0.477427632679,0.398929184186,16
handy,0.349947647534,0.380726663825,0.386995857985,12
reminds,0.350674547755,0.384662844968,0.208177488671,7
eventually,0.35101017126,0.485114714809,0.326852844064,11
spent,0.351729321213,0.227154174201,0.326409750676,14
crazy,0.351920230447,0.275877885347,0.278881933191,13
seemed,0.351966734745,0.24962009691,0.291890673307,10
poor,0.352169935165,0.285041919142,0.335304448136,23
longer,0.353394505172,0.389747612379,0.352286724204,22
pretty,0.354052920299,0.32169880221,0.278135637432,23
lose,0.354053496914,0.223779842493,0.29625142926,23
nicely,0.355726229327,0.268943877069,0.288546558458,19
suggest,0.355941762239,0.355150472538,0.42284447057,9
what'd,0.356162157379,0.236428513062,0.293220940891,10
carefully,0.35688247675,0.431047929969,0.250093107251,17
doubt,0.356891734925,0.417614882042,0.299999531752,16
obviously,0.358544413667,0.164910723871,0.418746773298,15
check,0.358660872819,0.40225993921,0.349493021213,22
repeat,0.359389316992,0.420872646436,0.191561776049,8
forgot,0.359538386641,0.418765106968,0.335668697988,23
almost,0.359540106203,0.408814711009,0.305819787833,20
fabric,0.359619759258,0.318950512711,0.350456466406,5
odd,0.359662424089,0.491377002982,0.27205086525,11
couple,0.360522497094,0.42534524,0.434539962871,21
course,0.360642944428,0.381838303806,0.260588457304,22
notice,0.361301985738,0.346304295613,0.261583567214,18
ruin,0.361409183443,0.403315243213,0.299557562952,13
foot,0.361736954223,0.320880873482,0.144628365358,23
letting,0.361983569971,0.420628310431,0.230861553815,19
tricky,0.362340364496,0.34740864416,0.273677631996,16
teaching,0.362359238818,0.225267400568,0.223130366378,12
single,0.362792060437,0.300729562808,0.213837551009,13
quickly,0.363850478269,0.199659725059,0.403567314944,19
carpet,0.364492736719,0.428633334195,0.506918898883,20
fact,0.365160066591,0.400919604169,0.439641123832,18
girl,0.365180812217,0.22205489016,0.294915844196,23
definitely,0.365555170375,0.451530116131,0.37806642095,20
flown,0.367515310156,0.355309427818,0.235002012693,10
noise,0.368168511425,0.373893039531,0.359243188467,23
spank,0.36843099194,0.512132525704,0.288762334024,5
opened,0.369052312074,0.229304863988,0.37271730458,21
honestly,0.369499317847,0.287234852861,0.253707487597,14
sitting,0.370570135759,0.34709789895,0.164600357491,23
purpose,0.371631337357,0.502648412522,0.113708567247,21
worn,0.372096469916,0.431023973479,0.275649692193,15
sometime,0.372185228262,0.462621350143,0.164672026776,12
&ah,0.373863054451,0.227425328324,0.291522633647,20
correct,0.374211683164,0.382591939999,0.323902335939,10
whining,0.374302435599,0.390309293453,0.196843134864,10
wish,0.375038013435,0.485683361005,0.495103586952,21
clever,0.375277422902,0.358541405279,0.213787107092,19
reason,0.375700562482,0.457589765289,0.507616938201,20
tip,0.376343792218,0.393170298811,0.464756864582,23
cardboard,0.376413408447,0.368051930837,0.370459492251,14
mistake,0.377401601962,0.336861053722,0.21445251462,17
that'd,0.378358360301,0.429314540879,0.430827898613,18
cute,0.37901402827,0.427235076334,0.249773255834,13
under,0.379134720237,0.267932134627,0.255830223971,23
worse,0.379397413278,0.428068935774,0.239418753596,17
perfect,0.379736053378,0.309576415178,0.344988773897,16
hooray,0.379806804115,0.211957058027,0.345472165214,19
chance,0.380147737526,0.371503034071,0.316023799358,21
week,0.380939051048,0.402147175126,0.563504249848,23
stepped,0.381110896953,0.325477122714,0.428573571645,13
belongs,0.381183780744,0.396495993735,0.266072616469,19
husband,0.381549058481,0.347323952707,0.3275724047,10
sneezing,0.381839443819,0.45007401603,0.211434186247,12
possible,0.38205674596,0.440140425233,0.54235300945,11
forgetting,0.382087587283,0.403314222602,0.239136140015,10
useless,0.382312595704,0.243095791287,0.280141268714,10
shaking,0.383002118106,0.375392752487,0.343884463404,14
certainly,0.383791088344,0.510649480398,0.410264499375,20
shut,0.383791418256,0.283417488129,0.451734184861,22
outside,0.383840043237,0.269711248453,0.330060105318,23
usual,0.383861815459,0.362401736636,0.166661802356,13
running,0.384110254642,0.181352911202,0.441480210582,23
oop,0.384613505416,0.539746914454,0.41686178663,9
sarah's,0.384789106161,0.204385757969,0.151589787363,7
toy,0.385886463184,0.277143632843,0.187652489505,23
shown,0.386223471048,0.207390003497,0.424330370765,10
join,0.386924125125,0.605118977137,0.436179266927,20
push,0.38791061235,0.299164641593,0.275190797378,23
came,0.38821645174,0.232330402193,0.219329879737,23
weight,0.388658120569,0.350198751362,0.270822067791,13
hoping,0.388730811825,0.472546615868,0.290851414929,10
bunch,0.389571215613,0.422803860086,0.306304811202,19
afternoon,0.38963872516,0.273578978353,0.322780058633,22
nose,0.389984154799,0.359087781321,0.268733493149,23
mentioned,0.390023274879,0.473435730447,0.165899116905,11
starting,0.390434327658,0.414048783669,0.253468105402,20
fit,0.390625669051,0.537843978203,0.211089941822,23
fancy,0.39075132781,0.554290523774,0.397403054093,19
feel,0.391367925326,0.359757680916,0.343097108278,23
borrow,0.391738085405,0.495740310818,0.318716122562,15
stuff,0.392408666083,0.441920480561,0.233454082961,22
buddy,0.39266175453,0.457596186896,0.393561239001,8
glad,0.393308044409,0.246127249229,0.320384540833,22
particular,0.394146478356,0.520226964566,0.39720999412,15
round,0.395810230981,0.297457224255,0.473429558569,23
yucky,0.395995954346,0.260311762888,0.364290561911,12
choke,0.396092121204,0.471297599344,0.219678415156,13
needed,0.396207407177,0.339665807436,0.300086027541,20
nip,0.396474895015,0.279096637547,0.455661507697,4
tried,0.396574137763,0.541404263129,0.443454980488,23
collect,0.396619585418,0.348374263806,0.244965764574,15
seems,0.396942035379,0.320441576083,0.310728526785,22
