item,probability,frequency
fish (food),0.00158779829757,0.000184078723846
all,0.00372914509028,0.00372891445983
dance,0.00158779829757,0.000176506871742
ouch,6.66246506684e-05,6.66832017252e-05
yellow,0.000394976196252,0.000395008889609
penis,1.41345607817e-06,8.65354526205e-06
windy,0.00158779829757,1.3871124023e-05
skate,2.98442904073e-05,2.99056343615e-05
sleep,0.00049042724603,0.000490452403529
call (on phone),0.00158779829757,0.00102455430742
go,0.00900618835961,0.00450277047069
chair,0.000599877784287,0.00059989429949
hate,6.38247571216e-05,6.38835253169e-05
milk,0.00054655246379,0.000546573189713
hurry,0.00158779829757,0.000108169315776
tv,0.00044613751691,0.000191268801895
tickle,0.00158779829757,0.000194704768396
to,0.0159905327938,0.0159893337419
does,0.00158779829757,0.00200431379231
present,0.000154821371398,0.000154873008587
where (question),0.00158779829757,0.00435591471728
under,0.00032536056506,0.000325398753457
melon,9.1000504526e-06,9.16257733629e-06
smile,7.74424239029e-05,7.75001333028e-05
brown,0.000165384618725,0.000165435424127
garden,7.01881520068e-05,7.02464262449e-05
blanket,0.000132167661617,0.000132221081283
kitty,0.00317559659514,0.000603457524009
none,4.20619662797e-05,4.21224041432e-05
work (place),0.00158779829757,0.000355304387818
spoon,0.000272289783366,0.000272332159717
little (description),0.00158779829757,0.00341815037851
every,0.00158779829757,0.000161490425552
fall,0.000440029091585,0.000440058228179
cook,0.000196183485969,0.000196231864619
bubbles,0.00158779829757,0.000144437851065
wipe,0.000146548949045,0.000146601237381
play pen,0.00158779829757,2.54516037119e-07
school,0.00069800146512,0.000698010231799
tricycle,0.00317559659514,1.79433806169e-05
tear,5.42796685777e-05,5.43391739249e-05
button,0.00022787323117,0.00022791911124
brother,0.000172384361099,0.000172434615148
gum,5.68250249747e-05,5.68843342961e-05
try,0.00158779829757,0.00114061362035
woods,0.00158779829757,8.25904540452e-05
crayon,0.000183965753277,0.000184015094837
sidewalk,1.69903677642e-05,1.7052574487e-05
bicycle,0.00317559659514,0.000144056077009
tired,1.63121822677e-07,0.000298420053522
boots,0.00158779829757,8.90806129917e-05
jump,0.000382503925859,0.00038253760379
dish,0.000118168179336,0.000118222699242
street,0.000140949155601,0.000141001884564
pour,0.000144767196572,0.000144819625121
spaghetti,6.2679346228e-05,6.27382031499e-05
blue,0.000551515918434,0.000551536252437
chalk,2.14446768606e-05,2.15066051366e-05
what,0.0200030405167,0.0200015245511
hide,0.000194910805468,0.000194959284433
clock,8.78783963448e-05,8.79352908247e-05
sun,0.000176202402444,0.000176252355705
