language,form,measure,lexical_category,lexical_class,uni_lemma,words,aoa
English,WG,understands,function_words,function_words,all,all,18.8279264649752
English,WG,understands,function_words,function_words,another,another,18.8293255649689
English,WG,understands,function_words,function_words,away,away,19.734077025247
English,WG,understands,function_words,function_words,back,back,18.0375824614924
English,WG,understands,function_words,function_words,down,down,12.8551330399385
English,WG,understands,function_words,function_words,her,her,21.5157562393429
English,WG,understands,function_words,function_words,his,his,20.8356473138949
English,WG,understands,function_words,function_words,how,how,22.7535476193458
English,WG,understands,function_words,function_words,i,i,18.9536039496942
English,WG,understands,function_words,function_words,in,in,14.8985774199824
English,WG,understands,function_words,function_words,inside,inside,16.3743849147964
English,WG,understands,function_words,function_words,it,it,19.2442332111227
English,WG,understands,function_words,function_words,me,me,16.9167445831629
English,WG,understands,function_words,function_words,mine,mine,16.4828526138543
English,WG,understands,function_words,function_words,more,more,12.8075433708239
English,WG,understands,function_words,function_words,my,my,18.7151222842849
English,WG,understands,function_words,function_words,none,none,20.0535882865926
English,WG,understands,function_words,function_words,not,not,19.9993679495582
English,WG,understands,function_words,function_words,off,off,14.5369562818651
English,WG,understands,function_words,function_words,on,on,14.8037332821685
English,WG,understands,function_words,function_words,other,other,20.4652455198601
English,WG,understands,function_words,function_words,out,out,14.8165288136541
English,WG,understands,function_words,function_words,same,same,21.6632852991469
English,WG,understands,function_words,function_words,some,some,18.9430715558455
English,WG,understands,function_words,function_words,that,that,17.0071740813903
English,WG,understands,function_words,function_words,there,there,16.7432042190859
English,WG,understands,function_words,function_words,this,this,17.7497889708551
English,WG,understands,function_words,function_words,under,under,17.0276070971633
English,WG,understands,function_words,function_words,up,up,13.0140175587326
English,WG,understands,function_words,function_words,what,what,16.4786634071692
English,WG,understands,function_words,function_words,when (question),when,21.7937012900853
English,WG,understands,function_words,function_words,where (question),where,14.6716689861862
English,WG,understands,function_words,function_words,who,who,17.7876209997682
English,WG,understands,function_words,function_words,why,why,22.4517637940085
English,WG,understands,function_words,function_words,you,you,16.8856654378847
English,WG,understands,function_words,function_words,your,your,18.8338890654865
English,WG,understands,nouns,nouns,airplane,airplane,14.3458210309668
English,WG,understands,nouns,nouns,animal,animal,16.8772539744735
English,WG,understands,nouns,nouns,apple,apple,14.0210420757543
English,WG,understands,nouns,nouns,arm,arm,15.6384638551136
English,WG,understands,nouns,nouns,ball,ball,9.50518350305209
English,WG,understands,nouns,nouns,balloon,balloon,12.0063207344854
English,WG,understands,nouns,nouns,banana,banana,11.4507272531869
English,WG,understands,nouns,nouns,bathroom,bathroom,13.7730221356685
English,WG,understands,nouns,nouns,bathtub,bathtub,11.8067474893983
English,WG,understands,nouns,nouns,beach,beach,21.8870969515309
English,WG,understands,nouns,nouns,beads,beads,22.1791685658733
English,WG,understands,nouns,nouns,bear,bear,14.300027358817
English,WG,understands,nouns,nouns,bed,bed,12.9208942333763
English,WG,understands,nouns,nouns,bedroom,bedroom,15.0801748044339
English,WG,understands,nouns,nouns,bee,bee,17.2395904177298
English,WG,understands,nouns,nouns,belly button,belly button,13.8672106418272
English,WG,understands,nouns,nouns,bib,bib,14.1971506227097
English,WG,understands,nouns,nouns,bicycle,bicycle,16.2728370951053
English,WG,understands,nouns,nouns,bird,bird,12.4474283415357
English,WG,understands,nouns,nouns,blanket,blanket,12.7486996777806
English,WG,understands,nouns,nouns,block,block,14.1134403495523
English,WG,understands,nouns,nouns,book,book,9.95822492270958
English,WG,understands,nouns,nouns,boots,boots,17.862680922435
English,WG,understands,nouns,nouns,bottle,bottle,6.55223022761668
English,WG,understands,nouns,nouns,bowl,bowl,15.1878628540049
English,WG,understands,nouns,nouns,box,box,16.0562851974983
English,WG,understands,nouns,nouns,bread,bread,14.6609223474229
English,WG,understands,nouns,nouns,broom,broom,15.8611428833312
English,WG,understands,nouns,nouns,brush,brush,13.1261100045531
English,WG,understands,nouns,nouns,bubbles,bubbles,14.0414917286747
English,WG,understands,nouns,nouns,bug,bug,17.0480564863051
English,WG,understands,nouns,nouns,bunny,bunny,13.9105909557371
English,WG,understands,nouns,nouns,bus,bus,16.8278506429069
English,WG,understands,nouns,nouns,butter,butter,19.3004618570701
English,WG,understands,nouns,nouns,butterfly,butterfly,17.3713466170385
English,WG,understands,nouns,nouns,button,button,15.5078539175274
English,WG,understands,nouns,nouns,cake,cake,18.7775642553387
English,WG,understands,nouns,nouns,candy,candy,17.9300276335325
English,WG,understands,nouns,nouns,car,car,11.1232679127245
English,WG,understands,nouns,nouns,carrots,carrots,16.4550764670528
English,WG,understands,nouns,nouns,cat,cat,11.3451739282194
English,WG,understands,nouns,nouns,cereal,cereal,14.0851108637382
English,WG,understands,nouns,nouns,chair,chair,13.5840565764738
English,WG,understands,nouns,nouns,cheek,cheek,18.0039975951044
English,WG,understands,nouns,nouns,cheerios,cheerios,12.4364139133389
English,WG,understands,nouns,nouns,cheese,cheese,13.4812313942389
English,WG,understands,nouns,nouns,chicken (animal),chicken (animal),16.4294498676012
English,WG,understands,nouns,nouns,chicken (food),chicken (food),17.5759312550321
English,WG,understands,nouns,nouns,church,church*,22.6385077656541
English,WG,understands,nouns,nouns,clock,clock,17.257369313722
English,WG,understands,nouns,nouns,coat,coat,16.0034744068495
English,WG,understands,nouns,nouns,coffee,coffee,18.7396391956892
English,WG,understands,nouns,nouns,comb (object),comb,15.4879127142705
English,WG,understands,nouns,nouns,cookie,cookie,11.8580043965902
English,WG,understands,nouns,nouns,couch,couch,15.508895863146
English,WG,understands,nouns,nouns,cow,cow,14.1567304113415
English,WG,understands,nouns,nouns,cracker,cracker,11.8464461828809
English,WG,understands,nouns,nouns,crib,crib,14.5818247637871
English,WG,understands,nouns,nouns,cup,cup,11.2134086105216
English,WG,understands,nouns,nouns,deer,deer,19.8121657251063
English,WG,understands,nouns,nouns,diaper,diaper,9.86695336558294
English,WG,understands,nouns,nouns,dish,dish,17.5703309636065
English,WG,understands,nouns,nouns,dog,dog,9.6477900346528
English,WG,understands,nouns,nouns,doll,doll,14.3728884408702
English,WG,understands,nouns,nouns,donkey,donkey,19.7857419960877
English,WG,understands,nouns,nouns,door,door,12.6037629223328
English,WG,understands,nouns,nouns,drawer,drawer,17.2265903365202
English,WG,understands,nouns,nouns,dress,dress (object),19.2267499358811
English,WG,understands,nouns,nouns,drink (beverage),drink (beverage),12.0573393933915
English,WG,understands,nouns,nouns,duck,duck,12.9892375750028
English,WG,understands,nouns,nouns,ear,ear,13.2996638008494
English,WG,understands,nouns,nouns,egg,egg,17.2817263011206
English,WG,understands,nouns,nouns,elephant,elephant,16.6657667428016
English,WG,understands,nouns,nouns,eye,eye,12.5674261423345
English,WG,understands,nouns,nouns,face,face,16.2997705752754
English,WG,understands,nouns,nouns,finger,finger,14.8063847082514
English,WG,understands,nouns,nouns,firetruck,firetruck,17.4712280695474
English,WG,understands,nouns,nouns,fish (animal),fish (animal),14.276715648994
English,WG,understands,nouns,nouns,fish (food),fish (food),18.1654552274924
English,WG,understands,nouns,nouns,flower,flower,14.3008965181555
English,WG,understands,nouns,nouns,food,food,15.3231180334185
English,WG,understands,nouns,nouns,foot,foot,12.6340623099762
English,WG,understands,nouns,nouns,fork,fork,15.7123331811334
English,WG,understands,nouns,nouns,frog,frog,16.4051512344268
English,WG,understands,nouns,nouns,garage,garage,17.6592576119763
English,WG,understands,nouns,nouns,garden,garden,21.0383273708918
English,WG,understands,nouns,nouns,giraffe,giraffe,17.9167879130313
English,WG,understands,nouns,nouns,glass,glass,17.6443911547302
English,WG,understands,nouns,nouns,glasses,glasses,14.7078543478796
English,WG,understands,nouns,nouns,goose,goose,19.8960926275705
English,WG,understands,nouns,nouns,hair,hair,12.6420769600302
English,WG,understands,nouns,nouns,hammer,hammer,18.6836613673448
English,WG,understands,nouns,nouns,hand,hand,13.588604738743
English,WG,understands,nouns,nouns,hat,hat,13.0436018139874
English,WG,understands,nouns,nouns,head,head,14.4995647667537
English,WG,understands,nouns,nouns,high chair,high chair,13.0534975146244
English,WG,understands,nouns,nouns,home,home,14.6629442004632
English,WG,understands,nouns,nouns,horse,horse,14.7543203637114
English,WG,understands,nouns,nouns,house,house,16.2059334490608
English,WG,understands,nouns,nouns,ice cream,ice cream,16.5933713442787
English,WG,understands,nouns,nouns,jacket,jacket,16.4729911211931
English,WG,understands,nouns,nouns,jeans,jeans,20.7392801344172
English,WG,understands,nouns,nouns,juice,juice,11.0959918390841
English,WG,understands,nouns,nouns,keys,keys,11.62328767641
English,WG,understands,nouns,nouns,kitchen,kitchen,14.478238648368
English,WG,understands,nouns,nouns,kitty,kitty,11.1800822205016
English,WG,understands,nouns,nouns,knee,knee,17.6075955021025
English,WG,understands,nouns,nouns,lamb,lamb,18.1238608176243
English,WG,understands,nouns,nouns,lamp,lamp,18.7406173640918
English,WG,understands,nouns,nouns,leg,leg,16.2238960494652
English,WG,understands,nouns,nouns,light,light,14.024327160329
English,WG,understands,nouns,nouns,lion,lion,16.7071705337552
English,WG,understands,nouns,nouns,living room,living room,17.640259486602
English,WG,understands,nouns,nouns,meat,meat,20.1012094694138
English,WG,understands,nouns,nouns,medicine,medicine,16.9491059006454
English,WG,understands,nouns,nouns,milk,milk,11.4322735765836
English,WG,understands,nouns,nouns,money,money,18.4997379854997
English,WG,understands,nouns,nouns,monkey,monkey,16.2004056257134
English,WG,understands,nouns,nouns,moon,moon,16.4690840371008
English,WG,understands,nouns,nouns,motorcycle,motorcycle,18.7889436516367
English,WG,understands,nouns,nouns,mouse,mouse,17.4490162247271
English,WG,understands,nouns,nouns,mouth,mouth,12.283841326094
English,WG,understands,nouns,nouns,necklace,necklace,18.087386263448
English,WG,understands,nouns,nouns,noodles,noodles,16.9608583496693
English,WG,understands,nouns,nouns,nose,nose,11.5393306635947
English,WG,understands,nouns,nouns,orange (food),orange (food),16.9551169613893
English,WG,understands,nouns,nouns,outside,outside,11.2059517039635
English,WG,understands,nouns,nouns,oven,oven,17.7140573821633
English,WG,understands,nouns,nouns,owie,owie/boo boo,15.1676214676682
English,WG,understands,nouns,nouns,owl,owl,17.7989649041289
English,WG,understands,nouns,nouns,pajamas,pajamas,14.3893558708845
English,WG,understands,nouns,nouns,pants,pants,15.3920933418917
English,WG,understands,nouns,nouns,paper,paper,16.2519377840957
English,WG,understands,nouns,nouns,park,park,16.8292461581584
English,WG,understands,nouns,nouns,party,party,22.5676507754794
English,WG,understands,nouns,nouns,peas,peas,16.7675926596254
English,WG,understands,nouns,nouns,pen,pen,16.2232059408007
English,WG,understands,nouns,nouns,penguin,penguin,20.2597294163106
English,WG,understands,nouns,nouns,penny,penny,21.1096816813901
English,WG,understands,nouns,nouns,picture,picture,16.0801912789086
English,WG,understands,nouns,nouns,pig,pig,14.7664234643233
English,WG,understands,nouns,nouns,pillow,pillow,15.4029564892483
English,WG,understands,nouns,nouns,pizza,pizza,16.9217207657391
English,WG,understands,nouns,nouns,plant,plant,17.6634907541612
English,WG,understands,nouns,nouns,plate,plate,16.3619603962454
English,WG,understands,nouns,nouns,pony,pony,20.3153085225912
English,WG,understands,nouns,nouns,pool,pool,18.422997680083
English,WG,understands,nouns,nouns,potty,potty,16.648709430709
English,WG,understands,nouns,nouns,puppy,puppy,14.0502363876746
English,WG,understands,nouns,nouns,purse,purse,16.2621418298089
English,WG,understands,nouns,nouns,radio,radio,18.9701001155728
English,WG,understands,nouns,nouns,rain,rain,17.6697502067692
English,WG,understands,nouns,nouns,raisin,raisin,17.0663145853524
English,WG,understands,nouns,nouns,refrigerator,refrigerator,15.0372903311626
English,WG,understands,nouns,nouns,rock,rock,16.45113761517
English,WG,understands,nouns,nouns,rocking chair,rocking chair,16.8375050268846
English,WG,understands,nouns,nouns,school,school,20.9809158686148
English,WG,understands,nouns,nouns,scissors,scissors,19.3701011214515
English,WG,understands,nouns,nouns,sheep,sheep,16.9551042885138
English,WG,understands,nouns,nouns,shirt,shirt,14.7394888581844
English,WG,understands,nouns,nouns,shoe,shoe,11.0595613717249
English,WG,understands,nouns,nouns,shorts,shorts,18.2421014874443
English,WG,understands,nouns,nouns,shovel,shovel,18.8294070274826
English,WG,understands,nouns,nouns,sink,sink,17.387086197146
English,WG,understands,nouns,nouns,sky,sky,17.7410863326889
English,WG,understands,nouns,nouns,slide (object),slide (object),15.2574316390469
English,WG,understands,nouns,nouns,snow,snow,22.6007460439206
English,WG,understands,nouns,nouns,soap,soap,16.3536689856431
English,WG,understands,nouns,nouns,sock,sock,11.9770297213892
English,WG,understands,nouns,nouns,spaghetti,spaghetti,17.4259504301429
English,WG,understands,nouns,nouns,spoon,spoon,12.8717073515465
English,WG,understands,nouns,nouns,squirrel,squirrel,18.9172582281094
English,WG,understands,nouns,nouns,stairs,stairs,14.5664641773756
English,WG,understands,nouns,nouns,star,star,17.8957447827394
English,WG,understands,nouns,nouns,store,store,16.5984073077612
English,WG,understands,nouns,nouns,stove,stove,18.4879575611532
English,WG,understands,nouns,nouns,stroller,stroller,12.490990790943
English,WG,understands,nouns,nouns,sun,sun,17.7423286597181
English,WG,understands,nouns,nouns,sweater,sweater,20.1069172852956
English,WG,understands,nouns,nouns,swing (object),swing (object),14.3686852442679
English,WG,understands,nouns,nouns,table,table,15.1258172363679
English,WG,understands,nouns,nouns,teddybear,teddybear,13.1923974136615
English,WG,understands,nouns,nouns,telephone,telephone,11.5618703650993
English,WG,understands,nouns,nouns,tiger,tiger,17.6110664085451
English,WG,understands,nouns,nouns,toast,toast,16.9340591260786
English,WG,understands,nouns,nouns,toe,toe,14.1024405384677
English,WG,understands,nouns,nouns,tongue,tongue,15.5651306281196
English,WG,understands,nouns,nouns,tooth,tooth,14.3515562803774
English,WG,understands,nouns,nouns,toothbrush,toothbrush,13.2569938867189
English,WG,understands,nouns,nouns,towel,towel,15.8384727723924
English,WG,understands,nouns,nouns,toy (object),toy (object),12.6768251864632
English,WG,understands,nouns,nouns,train,train,15.7616425015176
English,WG,understands,nouns,nouns,trash,trash,15.6014980495279
English,WG,understands,nouns,nouns,tree,tree,14.9765433635649
English,WG,understands,nouns,nouns,truck,truck,14.241225040576
English,WG,understands,nouns,nouns,tummy,tummy,13.3598319644389
English,WG,understands,nouns,nouns,turkey,turkey,20.2573448136145
English,WG,understands,nouns,nouns,turtle,turtle,18.21443002114
English,WG,understands,nouns,nouns,tv,tv,12.9830345969891
English,WG,understands,nouns,nouns,vacuum,vacuum,15.1118877424666
English,WG,understands,nouns,nouns,watch (object),watch (object),17.0102314866367
English,WG,understands,nouns,nouns,water (beverage),water (beverage),12.6182212357287
English,WG,understands,nouns,nouns,water (not beverage),water (not beverage),13.1781881658807
English,WG,understands,nouns,nouns,window,window,15.1343615465181
English,WG,understands,nouns,nouns,work (place),work (place),18.4995687620547
English,WG,understands,nouns,nouns,yard,backyard,16.9412347998066
English,WG,understands,nouns,nouns,zipper,zipper,17.8965063946146
English,WG,understands,nouns,nouns,zoo,zoo,19.8079836617024
English,WG,understands,other,other,aunt,aunt,23.3837272652314
English,WG,understands,other,other,baa baa,baa baa,12.2042831916192
English,WG,understands,other,other,baby,baby,10.9630704902456
English,WG,understands,other,other,babysitter,babysitter,28.7003701033899
English,WG,understands,other,other,babysitter's name,babysitter's name,16.9520775820641
English,WG,understands,other,other,bath,bath,8.69523657266683
English,WG,understands,other,other,boy,boy,18.0996456086024
English,WG,understands,other,other,breakfast,breakfast,13.1972685449498
English,WG,understands,other,other,bye,bye,7.12528056664002
English,WG,understands,other,other,child,child,24.8529255465484
English,WG,understands,other,other,child's own name,child's own name,5.67135605092292
English,WG,understands,other,other,choo choo,choo choo,15.3954346921426
English,WG,understands,other,other,cockadoodledoo,cockadoodledoo,16.7071170620689
English,WG,understands,other,other,day,day,22.4970209979486
English,WG,understands,other,other,dinner,dinner,14.2152841010663
English,WG,understands,other,other,don't,don't,11.3257119752441
English,WG,understands,other,other,girl,girl,18.9261359124675
English,WG,understands,other,other,good night,night night,9.70765763452054
English,WG,understands,other,other,grandma,grandma*,9.69086343274267
English,WG,understands,other,other,grandpa,grandpa*,12.3271176767126
English,WG,understands,other,other,grrr,grrr,13.3800391720385
English,WG,understands,other,other,hello,hello,12.3167259576688
English,WG,understands,other,other,hi,hi,8.74576260927597
English,WG,understands,other,other,lady,lady,21.2281095532108
English,WG,understands,other,other,later,later,19.6026605673991
English,WG,understands,other,other,lunch,lunch,14.1611916195784
English,WG,understands,other,other,man,man,19.9556798786938
English,WG,understands,other,other,meow,meow,12.0144184993235
English,WG,understands,other,other,mommy,mommy*,1.81722282343952
English,WG,understands,other,other,moo,moo,13.5022703292237
English,WG,understands,other,other,morning,morning,22.4427327694285
English,WG,understands,other,other,nap,nap,12.3851071900914
English,WG,understands,other,other,night,night,18.6260227620831
English,WG,understands,other,other,no,no,6.93747330058987
English,WG,understands,other,other,now,now,19.3810202221591
English,WG,understands,other,other,ouch,ouch,13.0784434413008
English,WG,understands,other,other,pattycake,pattycake,9.19471330426592
English,WG,understands,other,other,peekaboo,peekaboo,6.85628127767373
English,WG,understands,other,other,people,people,20.2804733714545
English,WG,understands,other,other,person,person,25.0354501981349
English,WG,understands,other,other,please,please,15.2059673560555
English,WG,understands,other,other,quack quack,quack quack,13.1745169511881
English,WG,understands,other,other,shh,shh/shush/hush,13.192296602772
English,WG,understands,other,other,teacher,teacher,26.6937579597588
English,WG,understands,other,other,thank you,thank you,12.8403885117916
English,WG,understands,other,other,today,today,23.4380618055828
English,WG,understands,other,other,tomorrow,tomorrow,21.9047590471484
English,WG,understands,other,other,uh oh,uh oh,10.1738657914284
English,WG,understands,other,other,uncle,uncle,23.7089794861371
English,WG,understands,other,other,vroom,vroom,13.8896157418374
English,WG,understands,other,other,wait,wait,15.6089975371601
English,WG,understands,other,other,wanna,wanna/want to,15.5585162132281
English,WG,understands,other,other,woof woof,woof woof,11.726084768452
English,WG,understands,other,other,yes,yes,11.7112712483034
English,WG,understands,other,other,yum yum,yum yum,11.5194370403288
English,WG,understands,predicates,adjectives,all gone,all gone,9.7696575627724
English,WG,understands,predicates,adjectives,asleep,asleep,16.4809780472682
English,WG,understands,predicates,adjectives,bad,bad,17.2918758129729
English,WG,understands,predicates,adjectives,big,big,17.3935502288113
English,WG,understands,predicates,adjectives,blue,blue,19.8285683859237
English,WG,understands,predicates,adjectives,broken,broken,18.1595050803378
English,WG,understands,predicates,adjectives,careful,careful,13.7184578153577
English,WG,understands,predicates,adjectives,clean (description),clean (description),16.9599843585382
English,WG,understands,predicates,adjectives,cold,cold,15.542942652445
English,WG,understands,predicates,adjectives,cute,cute,21.4120419374677
English,WG,understands,predicates,adjectives,dark,dark,19.450028546851
English,WG,understands,predicates,adjectives,dirty,dirty,15.1011206871751
English,WG,understands,predicates,adjectives,dry (description),dry (description),18.7958283914477
English,WG,understands,predicates,adjectives,empty,empty,17.0478204572005
English,WG,understands,predicates,adjectives,fast,fast,19.4281270433368
English,WG,understands,predicates,adjectives,fine,fine,22.2505933090527
English,WG,understands,predicates,adjectives,gentle,gentle,15.0786422022892
English,WG,understands,predicates,adjectives,good,good,13.6826114266155
English,WG,understands,predicates,adjectives,happy,happy,18.3013173484374
English,WG,understands,predicates,adjectives,hard,hard,21.0295745012826
English,WG,understands,predicates,adjectives,hot,hot,13.1788320000167
English,WG,understands,predicates,adjectives,hungry,hungry,13.7230779311718
English,WG,understands,predicates,adjectives,hurt,hurt,17.5626878690463
English,WG,understands,predicates,adjectives,little (description),little (description),19.260110196717
English,WG,understands,predicates,adjectives,naughty,naughty,25.7364473987985
English,WG,understands,predicates,adjectives,nice,nice,17.4361911778269
English,WG,understands,predicates,adjectives,old,old,22.4284779483028
English,WG,understands,predicates,adjectives,pretty,pretty,17.8092170531022
English,WG,understands,predicates,adjectives,red,red,20.6319963026004
English,WG,understands,predicates,adjectives,scared,scared,22.04985893063
English,WG,understands,predicates,adjectives,sick,sick,22.0461628791578
English,WG,understands,predicates,adjectives,sleepy,sleepy,14.7098657843694
English,WG,understands,predicates,adjectives,soft,soft,17.2930470315604
English,WG,understands,predicates,adjectives,thirsty,thirsty,15.4526712449976
English,WG,understands,predicates,adjectives,tired,tired,15.5151823757376
English,WG,understands,predicates,adjectives,wet,wet,16.1637840557874
English,WG,understands,predicates,adjectives,yucky,yucky,14.0496210323411
English,WG,understands,predicates,verbs,bite,bite,12.7345028031528
English,WG,understands,predicates,verbs,blow,blow,14.2898827035103
English,WG,understands,predicates,verbs,break,break,18.3268846856076
English,WG,understands,predicates,verbs,bring,bring,13.3619737519508
English,WG,understands,predicates,verbs,bump,bump,18.0712148350868
English,WG,understands,predicates,verbs,clean (action),clean (action),16.0147464317849
English,WG,understands,predicates,verbs,close,close,14.0493014473452
English,WG,understands,predicates,verbs,cry,cry,15.2162304736328
English,WG,understands,predicates,verbs,dance,dance,12.0809327127156
English,WG,understands,predicates,verbs,draw,draw,16.9807714338002
English,WG,understands,predicates,verbs,drink (action),drink (action),11.2235081596894
English,WG,understands,predicates,verbs,drive,drive,16.9766844934318
English,WG,understands,predicates,verbs,eat,eat,10.8136699497362
English,WG,understands,predicates,verbs,fall,fall,15.9525952988024
English,WG,understands,predicates,verbs,feed,feed,17.4660715632315
English,WG,understands,predicates,verbs,finish,finish,19.5793754337076
English,WG,understands,predicates,verbs,get,get,13.087742677255
English,WG,understands,predicates,verbs,give,give,12.1496922282999
English,WG,understands,predicates,verbs,go,go,12.6092354345969
English,WG,understands,predicates,verbs,help,help,16.4539429757395
English,WG,understands,predicates,verbs,hit,hit,15.3418444365316
English,WG,understands,predicates,verbs,hug,hug,11.5025886368796
English,WG,understands,predicates,verbs,hurry,hurry,18.3844925816384
English,WG,understands,predicates,verbs,jump,jump,16.6142625140662
English,WG,understands,predicates,verbs,kick,kick,16.373378094983
English,WG,understands,predicates,verbs,kiss,kiss,9.99130027134306
English,WG,understands,predicates,verbs,look,look,12.0378629906255
English,WG,understands,predicates,verbs,love,love,15.1440627649556
English,WG,understands,predicates,verbs,open,open,13.5736677428115
English,WG,understands,predicates,verbs,play,play,14.7965218490904
English,WG,understands,predicates,verbs,pull,pull,17.2074753226985
English,WG,understands,predicates,verbs,push,push,15.7675307755221
English,WG,understands,predicates,verbs,put,put,15.5110068029616
English,WG,understands,predicates,verbs,read,read,14.0532399202391
English,WG,understands,predicates,verbs,ride,ride,15.3439598377893
English,WG,understands,predicates,verbs,run,run,16.1767490067919
English,WG,understands,predicates,verbs,say,say,16.1176719147155
English,WG,understands,predicates,verbs,see,see,14.9327846141698
English,WG,understands,predicates,verbs,show,show,15.3762467676536
English,WG,understands,predicates,verbs,sing,sing,15.8746946934326
English,WG,understands,predicates,verbs,sleep,sleep,13.9768072464374
English,WG,understands,predicates,verbs,smile,smile,17.8114093226715
English,WG,understands,predicates,verbs,splash,splash,14.0019583462534
English,WG,understands,predicates,verbs,stop,stop,13.3363354681613
English,WG,understands,predicates,verbs,swim,swim,19.5840713397505
English,WG,understands,predicates,verbs,swing (action),swing (action),15.0011864796021
English,WG,understands,predicates,verbs,take,take,17.2224673572001
English,WG,understands,predicates,verbs,throw,throw,13.3240109456801
English,WG,understands,predicates,verbs,tickle,tickle,13.8567487897943
English,WG,understands,predicates,verbs,touch,touch,15.4848743747717
English,WG,understands,predicates,verbs,walk,walk,13.3697966970021
English,WG,understands,predicates,verbs,wash,wash,14.777335003822
English,WG,understands,predicates,verbs,watch (action),watch (action),17.188846326733
English,WG,understands,predicates,verbs,wipe,wipe,15.7439585686154
English,WG,understands,predicates,verbs,write,write,18.6632763503265
Italian,WG,understands,function_words,function_words,a,un/uno/una,20.5819382686403
Italian,WG,understands,function_words,function_words,above,sopra,18.0923274693619
Italian,WG,understands,function_words,function_words,another,altro/un altro,22.47872291564
Italian,WG,understands,function_words,function_words,at,a,23.2177317063065
Italian,WG,understands,function_words,function_words,away,lontano,24.8390657216661
Italian,WG,understands,function_words,function_words,by,da,25.7000043730604
Italian,WG,understands,function_words,function_words,down,giù,15.9394262479943
Italian,WG,understands,function_words,function_words,for,per,28.8434099372985
Italian,WG,understands,function_words,function_words,he,lui,23.243783614432
Italian,WG,understands,function_words,function_words,his,suo/a,22.6992385169755
Italian,WG,understands,function_words,function_words,how,come?,24.4920445290914
Italian,WG,understands,function_words,function_words,i,io,16.9797621053502
Italian,WG,understands,function_words,function_words,in,in,26.4328809363243
Italian,WG,understands,function_words,function_words,inside,dentro,17.8021266159184
Italian,WG,understands,function_words,function_words,me,me/mi,22.3222152292313
Italian,WG,understands,function_words,function_words,my,mio/a,17.4328677585579
Italian,WG,understands,function_words,function_words,of,di,23.6352507837837
Italian,WG,understands,function_words,function_words,she,lei,24.1062801068381
Italian,WG,understands,function_words,function_words,that,quello/a,19.184701787128
Italian,WG,understands,function_words,function_words,the,"il, lo, la, i, gli, le",23.225555728384
Italian,WG,understands,function_words,function_words,they,loro,27.774931441253
Italian,WG,understands,function_words,function_words,this,questo/a,18.9943217926776
Italian,WG,understands,function_words,function_words,under,sotto,18.3488636795469
Italian,WG,understands,function_words,function_words,up,su,19.8904159596296
Italian,WG,understands,function_words,function_words,we,noi,24.8791828050378
Italian,WG,understands,function_words,function_words,what,che/che cosa?,17.8644190254423
Italian,WG,understands,function_words,function_words,when (question),quando?,24.7484160718739
Italian,WG,understands,function_words,function_words,where (question),dove?,16.6242856823492
Italian,WG,understands,function_words,function_words,who,chi?,17.4571981567159
Italian,WG,understands,function_words,function_words,why,perché?,22.6470308309304
Italian,WG,understands,function_words,function_words,with,con,24.6048313299594
Italian,WG,understands,function_words,function_words,you,"tu, voi",17.7745668522096
Italian,WG,understands,function_words,function_words,your,tuo/a,19.5483928831867
Italian,WG,understands,nouns,nouns,airplane,aereo,16.4033810615446
Italian,WG,understands,nouns,nouns,animal,animale,20.5348410596859
Italian,WG,understands,nouns,nouns,ant,formica,21.1348176513945
Italian,WG,understands,nouns,nouns,apple,mela,13.1839859706067
Italian,WG,understands,nouns,nouns,arm,braccio,17.7073500510181
Italian,WG,understands,nouns,nouns,ball,palla,9.28993301444914
Italian,WG,understands,nouns,nouns,banana,banana,13.1816674604952
Italian,WG,understands,nouns,nouns,bathroom,bagno,12.5647264042839
Italian,WG,understands,nouns,nouns,bathtub,vasca da bagno,16.8218211958105
Italian,WG,understands,nouns,nouns,bear,orso,19.8478312166013
Italian,WG,understands,nouns,nouns,bed,letto,11.8509168944655
Italian,WG,understands,nouns,nouns,belly button,ombelico,17.8704696828346
Italian,WG,understands,nouns,nouns,bib,bavaglino,11.6002701393123
Italian,WG,understands,nouns,nouns,bicycle,bicicletta,15.7580641912072
Italian,WG,understands,nouns,nouns,bidet,bidè,20.4184175127789
Italian,WG,understands,nouns,nouns,bird,uccellino,12.7502764696487
Italian,WG,understands,nouns,nouns,blanket,coperta,17.4125610675985
Italian,WG,understands,nouns,nouns,block,cubi,20.6323370432676
Italian,WG,understands,nouns,nouns,boat,barca,19.6689990048134
Italian,WG,understands,nouns,nouns,book,"favola/storia, libro",13.761833292897
Italian,WG,understands,nouns,nouns,bottle,"biberon, bottiglia",8.52338564637623
Italian,WG,understands,nouns,nouns,box,scatola,17.917300818402
Italian,WG,understands,nouns,nouns,bread,pane,10.6977659468346
Italian,WG,understands,nouns,nouns,breast,seno,20.0157530304451
Italian,WG,understands,nouns,nouns,broom,scopa,15.3689864984202
Italian,WG,understands,nouns,nouns,bucket,secchiello,17.8788554811281
Italian,WG,understands,nouns,nouns,bunny,coniglio,19.0025399362072
Italian,WG,understands,nouns,nouns,bus,autobus,20.9307712637984
Italian,WG,understands,nouns,nouns,butt,sederino,15.2440736167875
Italian,WG,understands,nouns,nouns,butterfly,farfalla,18.2314594350491
Italian,WG,understands,nouns,nouns,button,bottone,19.9346644292308
Italian,WG,understands,nouns,nouns,cake,torta,18.2491635319216
